id|name|group_id|area
8527532f-dd92-48f7-8e01-a253d6606ffe|93 БЦ (ГОРІЛКА) / закрыт|000000002|28,000
a8456d59-e1a9-4a9f-9225-da99d3662dda|101 БЦ (ЩЕДРИК)|000000002|109,200
ffdbc03b-272e-471a-9da1-a0de9392516c|100 БЦ (РУЛЬКА)|000000001|785,000
dc773610-26a1-4e0b-a0ce-c43947c83142|102 БЦ (РУЛЬКА)|000000001|655,900
2d56e2bf-e038-49d1-b0d3-d003a9c3748b|87 БЦ (ЩЕДРИК) Грушевского|000000002|96,500
22e13257-9042-4348-bc52-803c9ffbe8fb|113 БЦ (ДАН)|000000002|309,600
