receipt_id|marker_id
2a5e5d30-1d53-4a55-a6c2-a5fc3072bcc4|00002
e158ed79-4a92-45a0-8c47-cc77d110a568|00002
306b50ff-071d-42d6-997d-460cf134b8ab|00001
a8821b55-1c42-4746-9ebc-cfdfe3348285|00002
915be65d-7573-4228-b668-7194fc31f76c|00001
7d6a2dc5-f695-40bf-bca6-7c821e45aada|00001
8454d52d-acd1-4d8b-bada-6062ae098954|00001
47099a2d-5998-4585-93fc-d4b26ae42aa2|00001
3a73d7ee-648d-4849-acd3-489e2a9c56f6|00001
623f37a2-b255-4454-9510-60c6f3990ae2|00002
0fa8b803-3a6e-45be-b80b-c07b5283669a|00001
93ec8b32-75f2-47f6-8b40-c1a4055792b2|00002
1b4696eb-fa2e-4180-92c4-44c42f47ae7f|00001
5edb143e-fb88-4d3b-89f4-0a61d39d5e2a|00002
deb79e75-ea2c-48dd-9717-5781bfbe1be1|00001
b7bf16f5-d1ce-40b2-b470-c2d5a0a584b5|00001
c495b577-58a3-4d5a-a4fd-c68d1d778852|00002
cd46c264-9519-4f12-af9a-bdba622bbd45|00002
988e914b-093b-4978-9a4a-1518bc3128b9|00001
5cdc0e36-aad3-46b3-80e3-800f1cca42b3|00001
1f581614-ac76-413c-938d-f5542e133cfa|00001
8c23264a-ff35-49cc-8def-502b8fd8d88b|00001
2158944c-9000-49b3-bb51-57f6c9ab395d|00002
d85a5912-920e-490f-abfd-2503f3b14bda|00001
226a738e-b6be-4799-ac6f-6533c6b0d547|00001
613f4760-e7f7-4263-b2b4-cde47e1cd938|00002
1d585cab-2035-4fe9-a463-0f5cc60e3456|00001
bfb9aa92-f498-4d84-9e33-c444af33d33d|00001
ee68a410-c79a-4fe6-91bc-5605c0e92e43|00002
f8a0b4cc-d32a-4c5d-a906-1943f36caadf|00001
d98861fa-a9e0-4ce3-832f-eb5475a1e4ea|00001
e7c21414-d2ce-4a3e-ab2f-29fa48c71bab|00001
f67d0093-48fa-4426-a407-5efd6fa095bf|00001
2c52de98-db0e-4332-a8ab-70e391029ebf|00001
14e17a56-56b0-43bb-b393-3aebf74ee853|00002
de4ab884-e2bc-4f3c-82b6-6786f3087a36|00002
f7ea8f03-2c7d-4ae1-a9fe-39367aa2f908|00001
777020ec-b31f-4f3b-a810-7a297bb46987|00002
dffea353-5cc2-4d29-a99e-51f2c3befadf|00002
024fc3bf-1755-479c-a691-2bb454b2a90f|00001
df85f306-c7d4-4724-9eb3-61c2cce26ad1|00002
93f27291-23a1-4303-945c-29b7797b1e66|00002
e561df47-18f4-4edf-a5f8-ae3802b7ba81|00001
9502f523-4539-4ac2-a280-f9f1c02632e6|00001
61113fcf-c0e9-4a73-89ca-458d1a268642|00002
066c9c99-7360-437d-876b-bb9e308dbe6b|00002
1eff35af-11f8-4177-bc0c-f19369d111b6|00002
980f3ddc-73cd-44f9-a30e-f97368f680ed|00001
eac10239-0794-40be-a0c9-e3b87d4e257c|00001
f8296a7f-dfc8-4f19-9a4e-606cac5f9fdc|00002
fd92ff2f-94c6-40b0-bc50-4241a094e1cb|00002
9dee0474-80ce-41f8-81b3-44f9e26f6db8|00002
f32de410-b6b3-4dcf-bc8e-8d3d5c46995c|00001
f53b7714-6e4b-4490-be29-eb8ad9f0b011|00002
f7b7ead3-67d4-47c2-9bb3-cb55d02ae70a|00002
424be4de-3386-40a7-a8ee-2d270c5c7589|00002
4fe8f270-4fcb-49e2-84ac-b03d9aa1c21d|00001
2b73841b-48f1-4c02-839b-3318c8cea1d9|00002
bf3e4360-6d6c-41db-bfd1-1b7438bc8a13|00001
5f694030-c529-4d4c-aff3-42527e1907f0|00001
c8c2040e-cae4-4fa9-9d4f-1732200f02e6|00002
f4504b3c-ed06-47fc-901b-8222be76360a|00002
1fb6d689-2633-40ae-9ec3-f0d87ec48dde|00001
ae28ae2c-811c-4429-9363-1c1df55c47eb|00002
80daaa67-f660-457c-89cd-596947e31f21|00002
acab4a98-082f-470d-9a00-8d01c9fdcff9|00002
0bdc6b13-31fc-4a25-b39f-e2a12523016c|00002
2aa33c60-dcf9-4b75-87fb-0352ead7499b|00001
51725cae-b5fe-4209-ae3d-a12a79683001|00002
4a3fd98f-4dce-4cc2-99b7-df480687a851|00001
9c1333d6-83ae-473a-a607-39cd09710efd|00001
8573dadb-1130-41b2-ae3a-207176154c65|00001
15c7290c-5256-4766-a6bd-7f0ed6fa452a|00002
44a2fe7e-7549-4860-8320-78edd2657453|00001
a19810bd-2e38-492a-a6b5-c007449a7b9a|00002
20888904-6609-4fd2-a3ef-5c4477363096|00002
00c4384a-9fec-40ef-bafc-58bcda2a0041|00002
c2386c67-2dae-49b2-a700-e17c3f0d8230|00001
6542df69-207e-43fa-a9e7-8d53c6da904c|00001
dc9f0adf-2484-45c2-a6f7-872079b1abb1|00001
ffafe618-1923-4d0f-b88c-d61aba6175ff|00001
82924ca8-3406-4262-be4a-8fb621f78bff|00001
82fdab7d-71ba-42a3-bc24-75a50968bb16|00002
c9f52d24-a6e1-40bc-a19c-48ae82aa26a0|00002
2fb09f40-91d0-4f88-b8ab-8dc9a5befc9e|00001
b3319176-06ff-4b29-bac2-43f7f1e4dffd|00002
f68032e5-fecf-43da-83c3-930f650d60c8|00001
2fa7e107-27c2-4cbb-bd47-7d9d7814fc99|00002
4e56fb38-c9c2-4839-9533-d5335656e922|00001
58c65522-752b-43de-9d29-8101139d3207|00002
55706992-eb01-49ea-9e90-9dc5904f0c22|00002
b5911b03-3f2f-4084-9502-d7845ac1c6ee|00002
6aa055e9-e2ca-4cd3-8e15-7aab0bee7043|00002
9469f543-7f79-4e58-9acb-9e614c67d435|00001
b0575d48-d569-4dbb-854e-c1d41cb83f6c|00001
709209d0-6362-4762-b61c-e3bf67f2e901|00001
1879ed08-6901-4392-aefb-360d94e3045c|00002
d74d2a08-56f3-4b65-85c5-788653adfd59|00002
bb1540d4-2eed-4d8b-9e0e-bc26a396efb8|00001
a48a177d-578d-41b7-b1a8-3cecdbf7eaa1|00001
d2ee8d67-8dc2-4f84-a322-6366717fd69f|00002
f016e017-6957-402b-9217-213e5599ebb7|00002
41010132-375b-4f02-ba01-2e1b866e1bd9|00001
2f299e52-fb2c-41e8-8e0b-08b9f515378b|00002
848c1b99-d6dd-4863-8391-51e80c89cbdc|00002
bc2f52ec-f99a-461d-b227-efc2bece7640|00001
8de68b66-d5be-4b55-9dec-36e51c1cfc7a|00002
efe7ac5b-acd9-4991-802e-df85260a4938|00002
998dcaa3-0884-4a9b-8414-bcc310618151|00001
6d1d77bf-f552-4ab8-b03a-401fdbf9343f|00002
b2f5292e-fb16-4ba2-af96-a9fed5355e6a|00002
39046376-5ebf-4250-bdd1-823b734d6572|00001
b3ddacae-225d-46f9-8748-938833ca8a59|00001
830ec14a-fceb-496c-8180-65605963d170|00001
241dd39d-0206-4c5d-87a7-2267a8223d95|00002
00b0c83a-f070-4491-93cd-f7c353bca7e5|00001
43b67945-8b0a-4ae5-9eb6-645bf4975d1b|00001
70f4ad00-bfa7-43a2-8669-9443820c0713|00001
1d32dd41-4e33-4793-a712-3d95143e2c35|00001
e2de7b9e-d72e-4659-8b18-f3a597159d52|00002
f4d75f19-2555-4335-9fed-640fcf3d4cdf|00002
e28e3586-2af9-4505-b591-c6d4fa1ff479|00001
4dfe92a1-e49f-4028-94bf-0bca91e5cbf1|00002
b00a3a54-eb09-4554-a8e2-905569e238f9|00001
89bc690f-e0d7-43a9-b5e1-6dbab4f8ad70|00002
8e2cd44b-cd28-49b6-a12a-465daf30d95c|00001
8ddc914d-0f3a-412b-ba65-45441a2cea10|00002
bdeda9b4-9fe3-48c5-822c-4c2a56e4835a|00001
d8906fa3-fc0b-4890-9eb2-6756ea6900c0|00002
82e66779-39fc-493e-abf3-80799e8db1e3|00001
faeb38d1-f491-4102-aa0a-00f243fc0c07|00001
17b70665-8135-4f2d-abe8-c772363f7a37|00002
ef00811a-dabc-4efc-8d20-4f3f61c351ab|00002
7da70d29-9375-4b7b-ac0e-d8b1646294df|00001
9a680cb3-5a61-43b1-b9ad-0f33ea62753c|00002
a4f1881c-bad9-463d-ba22-c757eb5a4ccc|00002
0c68c5be-d9f4-4ba5-b45a-aeeb52644455|00002
c4f62960-178b-4e94-a27b-892fecbda09b|00001
d05ea1a1-bea1-4cdd-a007-f820473b4b75|00002
39b393c5-106b-4afc-8dbe-3529f34b84e8|00002
5c6e1104-d3ed-4e50-b62d-74110dbbc6b7|00002
2d72e004-e3cd-453f-ba82-24b67bae20b2|00002
4d646ce2-614d-40bf-8225-8891218471a1|00001
af34838b-500a-474b-b173-b0006b0e3caf|00002
8d2bec7d-9a01-493e-8126-18b7d10a3b2a|00001
a7f3e21d-dbef-4493-bec1-914262cd56d6|00001
9d381cc9-545e-42b2-b8aa-4f6f97fb49cd|00001
65b49817-a378-4292-a3a8-b23be55e91dd|00001
becb864c-df1b-4f44-adcb-f12a841469ef|00002
41a019e8-a5ce-4694-9c3b-08a68946f616|00002
28099341-44ce-4361-b6d1-69bf1b785dab|00002
fb7bae33-d82d-4a96-b10a-9dcbe0b32295|00002
ad349a7c-f7e3-4498-8933-fc2071e4e5c6|00001
a9d08a7b-aac7-4269-b33e-36a3008f502a|00001
2580e2a3-e914-4c38-83a4-537744ab12b2|00002
7753fa9b-0951-425a-912b-2f02cb8de174|00001
d229ddc8-8dfa-42a5-9251-eb38ac8f0cb9|00002
ed1a9d67-3004-4c26-bf2b-f3dee94740be|00001
0e89e5eb-6d35-4237-9e5c-a57e0af86191|00002
30fb1744-fd82-4629-9f9a-20d2e06b0ab1|00002
02898a27-2671-4db7-b876-e1c69840dc60|00002
7be785ad-f43d-4e5c-b29e-c503570ccecb|00001
2b3767fd-b26b-48f2-9ec3-dc80c410759f|00001
73007a0f-faee-4c89-9d9d-0d2bed8bad5e|00002
6e308c79-f7dd-47e1-a8a5-b2c80fd09c84|00001
1eaa2894-be5c-4203-af6a-a41bc73e1cd3|00001
337bc3fe-ec6f-4224-b245-4d359b904dce|00002
3b0ff0d2-f95d-468d-b2d6-a2494badc914|00002
fb5ce24b-02d2-4c9e-b762-d19d9f4e76f7|00002
dd378a32-680c-431e-be9b-fc6458632d26|00002
28d0c9b3-7a43-41a6-8f23-52d2c9983e1d|00001
3029e306-fd0e-4560-9ab2-a27a297f397a|00001
cb558b0e-2e19-40ba-a9c1-17fec88a660d|00001
c9f68ab1-cd17-4d2b-b4be-17a4c4833d01|00001
4212a22b-aea0-43ab-9f4e-c23b6d5c06ad|00001
9aa9e85f-7af1-40d8-a386-cfeee84b9079|00001
1271f577-8a02-4ea7-bdf7-14ce028ddd08|00002
77a4edba-2774-4c38-8924-97e5d02790d1|00002
e22f48d4-89e5-4fc9-b18a-84804d8ad16c|00001
7c140cd4-022a-41f9-a8b6-15536ff6636a|00002
c8ae6289-862b-44ec-8013-b0d10539b5d0|00002
07c5b3b4-fd4d-4946-9879-3c7ce20be66e|00002
c519d153-e2ac-4a79-b896-9e3d43406078|00002
6837b442-a861-4125-ac6c-d4e62341103e|00002
36f32a01-544a-4179-a141-2e071fcfbf9e|00002
c54402bf-5dec-4a84-97a7-35c970c7678d|00001
18b25a22-123b-4272-b661-50bb30201ec2|00001
7f8a1274-2e50-4e7f-80c0-c3855ac21b5d|00002
aaa60119-59d4-44e3-9eb0-d0506a86bd6d|00001
6434ce75-9f40-4291-8af6-46049db43fd7|00001
cf96527b-54bf-49f5-97ee-d70653034541|00002
257d1a09-a875-46c8-b900-37b19647942f|00001
c62881e5-3f40-4bb5-b4f1-a017da4d1797|00002
1b5f66b5-fb82-4566-b911-6ff55410d580|00001
8be53e6c-da74-4ad3-ad97-3760c7009e5c|00002
bbbd250c-1022-4bc7-8334-d44854507c44|00001
bc4abcd8-58b8-4fc8-a7d5-61fe8dd7baaa|00001
75b6cc9e-1ee9-4aa7-bdf9-70aaeee3bfe0|00001
3111ef19-d926-4b0d-b3da-1240e1a5d427|00001
a2f4a5e9-cc6f-4a11-955f-097fa155dd8d|00002
e5b119fd-f85e-4881-aa9b-9bbc7b15958c|00001
9fab3d7a-216f-4479-a7c4-65135ad4c93b|00001
0cf18d3b-4fbb-4107-93e5-ea5454518212|00002
3a12e39a-c255-4860-92ba-f7ba10363446|00002
6d867e47-b0fc-4e51-a55a-6fdaa63f275d|00001
c118d42e-946f-4f6f-953b-41a17299e58c|00002
6f47ca4c-4aff-4940-9970-4dc626fa1f2a|00001
bf470fdf-843a-49a1-af83-c4ebae0f28a9|00002
fc9cdeef-fb59-49b6-91bb-f15d31fcb6f5|00001
a5f1616a-f1cd-4515-a9eb-648165743331|00001
8285ca17-5956-4e3e-a074-8c349e14222a|00001
9ff8a916-1085-4937-b677-673a5b0465a3|00001
e088b577-7550-42c6-9cd3-42d2eaf4b7f9|00001
98dde613-dce5-4eea-be42-77037dc704e8|00001
0b4f7873-6034-4b07-a7d5-57b0d3f388e3|00001
a5cf109b-617b-46e6-a86c-37360bf95edd|00001
fca29a06-bd1f-4768-adfc-6a9aa8962277|00002
b3f72cfb-8c82-4727-9f5e-905a60a1e7f0|00002
7a50c290-407a-44f5-b168-3414fd4878a4|00001
551c8dbe-231d-488b-922f-b54f2e9ed056|00002
4f23426e-2e47-4b10-b990-201f222d0612|00002
92ea11e0-21a3-4260-abac-fb081ffaf977|00001
edf8c576-b462-441e-908f-178c39f0d0b3|00001
5a75892d-507b-4eec-9ec7-53216935865c|00001
a3eda4ca-3132-448e-9d48-bc88ceff81ff|00001
bfe2b1da-5a6b-4f87-99ef-06d43b703b3c|00002
8a0ca096-26d8-4a16-bf0f-85f245b9844c|00001
9f60b8e7-ea6d-4155-8f3c-6c4b29b81ba3|00001
2faa2a67-2519-4ed8-98f1-1897a8f86f9c|00002
e388a48b-e1d6-48c0-87be-8c64c1832108|00001
c5555277-b69c-48f3-91fc-557da95d1551|00002
235eaee4-5bb9-49d5-b6bf-b10524206f17|00002
d1da0aa9-dd67-4912-948f-b72d80a669bb|00002
c18c5938-30e9-4545-9219-14e794fcc481|00002
55213ebf-3c56-4fd7-8d1d-01497c10f345|00002
cc91560b-01af-48f1-b217-024c3088f6ac|00001
cfa58954-4176-4a03-9d6b-c71bf775a25d|00001
c380c044-fa06-43ae-af79-bdd64ec4a5b5|00001
d3527a61-26ab-4a55-8174-e54e18f89852|00001
20c2e141-a348-4fca-885a-775ce8417696|00002
18c2ec0e-62f6-4621-9794-af4ef456bf01|00002
c3b851bd-c322-4ad3-a3dc-9a0db9f769d8|00002
f5c11e9e-85f9-4bde-9212-ac3eea4704ab|00002
2c894e1e-6408-4c42-b534-c893ede4ef06|00001
41359463-85f8-4dab-b7b0-d3422aa812f8|00002
c8dd9a70-0d58-45de-941f-d5ae329f8b02|00002
ad6ce2fb-fa8f-44d5-af18-f8a7593c9ad8|00001
82a1dfdf-a432-4bea-884a-18e3aeff5410|00002
fc1598bd-bc31-4149-86b5-1b93dca2b749|00001
620a6401-c021-400f-9351-3e5af1ba2aa1|00002
dbbdb994-bec5-43f9-a2c2-da05ef38ee18|00002
95d0e7ec-9c66-4599-8182-319dc756e8de|00001
3c957c30-c1c1-4d34-a9f1-41f371257615|00002
2123c9dc-5d5f-4ba1-9654-8e5f1efe1053|00002
9a21c193-c1df-4a31-b0ac-42b7be13deb1|00002
aac88d39-e299-47ef-99a7-b3f62f26ebdb|00001
cbc427f4-3820-440f-851f-5a4390406391|00002
1b046e7f-5bc5-42ec-8150-848c192a2e0a|00001
68e19082-7ad2-48bc-8095-e69365ba3f76|00001
012ad9a7-2cbe-4f7f-af7a-d658162a1eff|00002
553a392b-6784-4947-bb64-adf8b2da6ae4|00002
666422bc-1418-4ae9-8e16-d17d6cce9ca0|00002
36fff927-2a72-4d20-8dfa-fd3a81ed6461|00001
0d2c4ca2-5e57-49a7-b519-4554a22be9b9|00001
992602b7-c3b4-41e7-9f8f-d891fc282f38|00002
ef67d99d-4a0f-455c-a4c0-c404d22ade48|00002
5d1875b9-ef2c-41d3-ad1a-c646cdfc0b3d|00002
26f237b6-630d-4be8-b943-7e4672ad58d5|00001
148ebf15-3fc9-424d-80a4-3b5c09205164|00001
92bbfc5f-89dc-401a-9955-02f4e4f90a86|00001
4a9381e4-1e0e-45eb-95f0-372d8445f737|00002
2c258778-24cc-4938-81b3-9f99a9fed282|00001
9f07b670-2efe-4c8e-b8bf-a821ebb001ee|00002
a35dec84-458d-4330-b35d-c905908097b4|00001
b24d2b86-8c21-47c3-bc28-46474638a3c8|00002
2a8d4b15-531b-4c3b-a3c4-dc4c049b0f1d|00002
a8be3791-a7d2-4c9d-91aa-358760feacad|00001
cbefce24-07b7-47ab-b96c-a5c88e5e0691|00002
130ac36a-2b32-4ca1-aed4-7260d20b5149|00002
4426c86b-dc7d-4e90-af03-068007d0dda8|00001
27dc3002-f444-43b8-965f-6e6ebe0e61c0|00002
c70a697a-affd-4856-a033-0ced4d932c2d|00002
80bd1880-98cf-438b-a751-113211177392|00002
f1c26811-cb36-457c-8706-f241fb413088|00002
92fb9db5-ee65-4b35-8177-5b5a39d2572b|00001
2918e79c-3418-464e-87a1-efac564ffea8|00002
4b202d2b-107c-49bd-8770-a61d2c6861ca|00002
e86b531b-9a67-4266-b8d0-4234b8b57d00|00001
13204078-fec9-4f1c-9752-a38f97e200ee|00002
3805ca48-a531-4d86-8721-49dba899c242|00002
7c6cca7b-0658-43a9-8f29-f3f19f027d19|00001
20ecf813-4ae5-4a7b-be80-7acb12058071|00002
0ddb3bc1-9531-46b2-a172-9564c03a96e3|00001
87407752-280c-49a5-86a4-484b19ee616c|00001
aca100db-734e-45c2-9108-e7b4d0003f61|00001
66d1cf34-365a-4fdc-a025-3161e03c0392|00001
a269976c-65ca-4348-afe4-11fafe1c1d32|00001
a6b39316-7a42-40b6-954d-cb0f35c61ab6|00001
8a0722f9-c6b6-49f7-a3ce-a0ae9162bc20|00002
c5a68eb6-8be2-4399-9b9f-8212c8fc033b|00001
f4a666ef-7109-4f7d-b9ae-c34e7f7019d5|00001
fbb0ffa3-f288-4e45-87da-1f0232931b62|00001
5dbfa3a0-c1a9-4593-b565-c5195b12153d|00002
0406280f-39f9-45f5-a232-822e22788f40|00002
bb21fbd7-cc40-48a0-a7fd-fece9d1fe3b0|00002
474349bd-16af-4947-b354-9639b838e261|00001
a5b69113-66c0-4936-bae1-02bc5580ae96|00002
19cce04a-3f43-49de-b5b3-f2203bd4db96|00002
2ae68ba3-38a1-4026-89af-3ec2af55afa9|00002
e7c0375a-b424-425d-9be7-8f3754205e37|00002
9c093fa5-5857-42d0-a559-893c0e57179e|00002
a61c52da-e28a-4efc-8fbe-43967ece0385|00001
752a6a10-2bec-401d-b69e-2f6488b590a3|00002
cb108ae6-a6a6-4445-aaa1-02ed1e227b80|00001
e1a3ec16-e4d8-477a-a070-813c6de2476e|00002
2485bc27-6d26-4fa9-90af-770ffd025d74|00002
8312be33-b929-4f4e-9f5a-7bbce07a5a24|00002
4f2d5cb4-4674-4bd2-8243-57f35434071d|00002
f97f1c62-9e75-4ef0-8d78-63b01347552e|00001
f5becbd5-0d80-4573-a0cf-856fb0b482ee|00002
5a7603eb-7566-4a3d-8ef1-00254f3a4828|00002
99e7c469-89f3-409d-a742-29a718022185|00002
d2ea992e-76d0-4bcd-97c5-f6cfa7418443|00001
e027f58b-26f9-4694-a3ee-73c48cba3895|00002
1b2630ba-8520-4804-a149-4bccf6ceced1|00001
fa73834b-fe4d-49b9-a993-62c289cc5c12|00002
0c26ef83-9bc4-4f2e-8718-347f279ba706|00002
dd53ed3a-0564-49a7-b6f1-01bcb49f731a|00002
654622d4-cf32-4181-894c-79163a045d21|00002
a58d169e-aaa8-42f1-9e96-b0e1d1c02611|00002
81417df9-39b6-4f0b-9359-b4818d65575e|00001
5c7cd287-012f-41aa-9d29-3969df41c972|00002
