document_id|product_id|qty|original_price|total_price
fa1fe450-2b78-459c-af09-44ba47ae5854|000050034|3|19,98|59,94
fa1fe450-2b78-459c-af09-44ba47ae5854|000049535|1|21|21
c10e9955-f9d2-4a1c-ad13-6ae0b6ed5a6b|000008036|0,317|205,5|65,1435
c10e9955-f9d2-4a1c-ad13-6ae0b6ed5a6b|000034186|0,268|129|34,572
c10e9955-f9d2-4a1c-ad13-6ae0b6ed5a6b|000042481|0,339|125,63998423|42,59195465
fa1fe450-2b78-459c-af09-44ba47ae5854|000049534|1|22,98|22,98
fa1fe450-2b78-459c-af09-44ba47ae5854|000049546|1|16,98|16,98
