document_id|product_id|qty|original_price|total_price
95cbbd1e-af3b-4c71-aa31-3c95c38b458f|000005019|5|14,45|72,25
c655d637-112f-4c2b-90b0-5ef125ea0f38|000053508|1|3,06|3,06
f2f9f6a2-aec6-411d-9f86-06fbf7316268|000045714|4|37,8|151,2
3ae0bf96-b0ec-4d99-aa26-ea7e2c10d72d|000006805|0,203|235,02|47,70906
1ee0b6c4-e4d5-4697-a698-68a58264d519|000010441|0,132|224,02|29,57064
1aa0f34a-92f2-45f3-8ae1-93211305f0cf|000046643|1|60,48|60,48
c899db85-85d9-4b36-b010-43dbc0dfa165|000049780|0,05|340|17
c655d637-112f-4c2b-90b0-5ef125ea0f38|000051799|1|26,82|26,82
a2f310c9-a64a-4f88-ad26-d6f86d25f582|000051620|0,824|160|131,84
cb8e2358-7c6c-4bb6-9991-b6dab17bf03b|000037893|2|25,86|51,72
7d9bd660-015d-4b2c-af2b-0f3f5c0b4242|000029525|0,559|50|27,95
684ca0c6-9f2d-47c5-93c1-2061e48247d1|000050179|1|48,28|48,28
684ca0c6-9f2d-47c5-93c1-2061e48247d1|000004809|8|57,3|458,4
1a2f75d4-ed3e-4eba-8af0-930407b66969|000053423|2|7,92|15,84
0b6b4d6e-7906-4d18-b774-452e0d62cb19|000049041|2|87,12|174,24
684ca0c6-9f2d-47c5-93c1-2061e48247d1|000009746|25|47,14|1178,5
02928a60-d69b-44fb-a50a-5c9f14653c81|000025188|0,116|41,98|4,86968
2349d5c8-5e8f-4a51-88df-86270172bd0f|000010664|1|56|56
db88f402-3004-4f90-8b85-e35a8193a036|000041022|0,01|233|2,33
684ca0c6-9f2d-47c5-93c1-2061e48247d1|000054703|22|10,95|240,9
684ca0c6-9f2d-47c5-93c1-2061e48247d1|000005589|0,038|350,26|13,30988
f40d02de-3102-46fb-ada4-880d7224b28c|000033720|0,06|255|15,3
1ee0b6c4-e4d5-4697-a698-68a58264d519|000048391|0,032|291,56|9,32992
95cbbd1e-af3b-4c71-aa31-3c95c38b458f|000023687|3|37,98|113,94
1a2f75d4-ed3e-4eba-8af0-930407b66969|000037850|0,091|9,78|0,88998
95cbbd1e-af3b-4c71-aa31-3c95c38b458f|000045233|7|58,86|412,02
1a2f75d4-ed3e-4eba-8af0-930407b66969|000047359|1|4,78|4,78
1f6b69e2-6442-4a78-8009-90401713cdcb|000013057|0,331|184,98|61,22838
d2d0e82c-bd15-442f-84f0-7aeb47f01e75|000006919|0,132|64,77|8,54964
0b6b4d6e-7906-4d18-b774-452e0d62cb19|000036064|0,547|107,09|58,57823
b62c3e5d-2fde-43f7-b105-763a12d24871|000051905|0,214|54,02|11,56028
7d9bd660-015d-4b2c-af2b-0f3f5c0b4242|000010695|0,24|125,5|30,12
1a2f75d4-ed3e-4eba-8af0-930407b66969|000024021|1|61,74|61,74
c655d637-112f-4c2b-90b0-5ef125ea0f38|000052574|2|6,52|13,04
1a2f75d4-ed3e-4eba-8af0-930407b66969|000012160|1|10,47|10,47
f6eb929c-2e2c-435d-a827-c4b11cd0b10d|000032301|1|190,14|190,14
684ca0c6-9f2d-47c5-93c1-2061e48247d1|000016632|3|46,98|140,94
684ca0c6-9f2d-47c5-93c1-2061e48247d1|000052236|1|5,02|5,02
a290a964-88a7-456d-a418-8a2894d99f7e|000043292|1|44|44
546fd3e9-0842-4758-a8bc-90ec76bf0bce|000040951|0,011|649,09|7,13999
684ca0c6-9f2d-47c5-93c1-2061e48247d1|000033165|1|21,12|21,12
1ee0b6c4-e4d5-4697-a698-68a58264d519|000051710|2,846|112,62|320,51652
b62c3e5d-2fde-43f7-b105-763a12d24871|000010680|0,294|242,52|71,30088
db88f402-3004-4f90-8b85-e35a8193a036|000026636|0,024|145,83|3,49992
f40d02de-3102-46fb-ada4-880d7224b28c|000049797|0,056|459,46|25,72976
a5f70757-951a-4638-b013-99ed17f193b2|000007318|0,229|111,35|25,49915
1ee0b6c4-e4d5-4697-a698-68a58264d519|000026551|0,485|125,46|60,8481
1a2f75d4-ed3e-4eba-8af0-930407b66969|000053530|10|57,42|574,2
1a2f75d4-ed3e-4eba-8af0-930407b66969|000039412|1|13,92|13,92
a2f310c9-a64a-4f88-ad26-d6f86d25f582|000028273|0,02|65|1,3
a290a964-88a7-456d-a418-8a2894d99f7e|000017390|5|15,24|76,2
2822280d-6e36-404e-9df6-e288b7cce040|000051514|1|258,3|258,3
d2d0e82c-bd15-442f-84f0-7aeb47f01e75|000050753|2,487|103,88|258,34956
c655d637-112f-4c2b-90b0-5ef125ea0f38|000047744|1|56,7|56,7
0b6b4d6e-7906-4d18-b774-452e0d62cb19|000023250|1|23,1|23,1
684ca0c6-9f2d-47c5-93c1-2061e48247d1|000054506|1|20,4|20,4
3ae0bf96-b0ec-4d99-aa26-ea7e2c10d72d|000049780|0,018|340|6,12
684ca0c6-9f2d-47c5-93c1-2061e48247d1|000052235|3|1,79|5,37
218fa769-fed4-40d2-9a41-13ac247fe6e5|000041008|0,092|140,43|12,91956
c655d637-112f-4c2b-90b0-5ef125ea0f38|000051666|1|26,72|26,72
95cbbd1e-af3b-4c71-aa31-3c95c38b458f|000049641|1|39,6|39,6
684ca0c6-9f2d-47c5-93c1-2061e48247d1|000039934|2|19,01|38,02
cb8e2358-7c6c-4bb6-9991-b6dab17bf03b|000005770|1|64,02|64,02
cb8e2358-7c6c-4bb6-9991-b6dab17bf03b|000050450|1|34,56|34,56
a2f310c9-a64a-4f88-ad26-d6f86d25f582|000054201|1|88|88
c655d637-112f-4c2b-90b0-5ef125ea0f38|000053503|1|12,42|12,42
1a2f75d4-ed3e-4eba-8af0-930407b66969|000048515|1|11,76|11,76
ee34df47-e046-46e8-815b-a929bb92be95|000054070|2|12,49|24,98
a2f310c9-a64a-4f88-ad26-d6f86d25f582|000046684|2|39|78
1a2f75d4-ed3e-4eba-8af0-930407b66969|000044584|1|16,2|16,2
684ca0c6-9f2d-47c5-93c1-2061e48247d1|000009763|6|44,64|267,84
95cbbd1e-af3b-4c71-aa31-3c95c38b458f|000048245|1|11,04|11,04
92183346-b859-4bac-8e7a-65c033d04119|000034892|1|54,06|54,06
d2d0e82c-bd15-442f-84f0-7aeb47f01e75|000012420|0,865|114,9|99,3885
950edb4c-5ee4-4052-a199-aab1d6e3a277|000025496|5|37,8|189
950edb4c-5ee4-4052-a199-aab1d6e3a277|000053599|12|53,16|637,92
e9d1e75e-c81b-4633-9586-98c77cc7c579|000043361|12|9,02|108,24
1a2f75d4-ed3e-4eba-8af0-930407b66969|000042063|1|18,84|18,84
a290a964-88a7-456d-a418-8a2894d99f7e|000048552|2|102|204
1a2f75d4-ed3e-4eba-8af0-930407b66969|000045942|2|3,3|6,6
