id|code|created_at|staff_id|shop_id|note|type_id
868daa8d-7c2f-48c1-8281-fa70b4a3e4ce|00000006877|2025-05-12 23:00:00|null|ffdbc03b-272e-471a-9da1-a0de9392516c|Создан автоматически по документу Инвентаризация товаров на складе 00000003566 від 12.05.2025 23:00:00|100000166
1ca79087-31da-478f-8398-7c30b873db2d|00000006728|2025-05-12 23:00:00|null|22e13257-9042-4348-bc52-803c9ffbe8fb|Создан автоматически по документу Инвентаризация товаров на складе 00000003490 від 12.05.2025 23:00:00|100000166
19456ff2-2ee2-4959-8e0f-9750835f65c7|00000007152|2025-05-12 19:00:00|null|a8456d59-e1a9-4a9f-9225-da99d3662dda|Создан автоматически по документу Инвентаризация товаров на складе 00000003816 від 18.05.2025 23:00:00|100000166
7b9e5bf9-da96-4473-954e-6f2b0995b913|00000006671|2025-05-12 17:31:50|null|ffdbc03b-272e-471a-9da1-a0de9392516c||100000170
05aa3b5c-46ba-4baf-9bb2-49573cefe904|00000006724|2025-05-12 23:00:03|null|2d56e2bf-e038-49d1-b0d3-d003a9c3748b|мантінга|100000170
d3a3b028-4182-4bad-9d8c-8ebb286a66e5|00000006673|2025-05-12 18:21:07|null|a8456d59-e1a9-4a9f-9225-da99d3662dda|дегустація|100000172
ea0ace27-6f06-4421-a31b-1706f86e2aa9|00000006723|2025-05-12 23:00:02|null|2d56e2bf-e038-49d1-b0d3-d003a9c3748b|кулінарія|100000170
27586abb-df88-433c-a45f-ecf0b77bf7d8|00000006672|2025-05-12 18:11:17|null|22e13257-9042-4348-bc52-803c9ffbe8fb|Зіпсована продукція|100000170
9785a96d-f1c0-4f1e-a759-e72a20a1268c|00000006998|2025-05-12 21:00:00|null|a8456d59-e1a9-4a9f-9225-da99d3662dda|Создан автоматически по документу Инвентаризация товаров на складе 00000003818 від 18.05.2025 23:00:00|100000166
6c8ac2ec-65a5-49d5-b0fa-bd5c41bee849|00000006918|2025-05-12 23:00:05|null|2d56e2bf-e038-49d1-b0d3-d003a9c3748b|не придатне|100000170
cead4172-c0a2-4c7b-b369-5fd52a25905e|00000007001|2025-05-12 21:00:00|null|a8456d59-e1a9-4a9f-9225-da99d3662dda|Создан автоматически по документу Инвентаризация товаров на складе 00000003821 від 20.05.2025 00:00:00|100000166
