id|code|created_at|staff_id|shop_id|note|type_id
ad5d1598-5a4c-4266-8307-7a2e1533ce4c|00000028427|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084293 від 28.05.2025 23:00:00|100000166
5a6741d6-4d2d-4842-83a7-c20c89b8be7b|00000027446|2025-05-28 18:25:00|null|80f41b87-2bed-40ce-a908-c5ff1d0f0e7a|Овочі, фрукти срок|100000170
155189ed-bb84-4707-8444-e27a114d9adb|00000027421|2025-05-28 23:00:35|null|abdd6e55-042f-4a2a-841b-bba860e77054|Сир не тов вид, плесень с витрини, в сроках|100000170
84786163-4613-4404-84da-c76c027357a4|00000028443|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084311 від 28.05.2025 23:00:00|100000166
a96e8d64-d599-48b0-85a7-676e9a6035c6|00000027237|2025-05-28 14:02:49|null|ea5281c5-f484-4638-8e63-bdc5853283f4||100000170
b4b94ffd-a07d-4d49-86ed-0d0293535892|00000027247|2025-05-28 14:05:26|null|8362eaac-6e5a-4ac3-981d-c99c8c059fad||100000170
f3cc1e44-0943-4cc5-875e-766572f05d8b|00000028414|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084320 від 28.05.2025 23:00:00|100000166
b0f796d3-21cc-4295-890f-d9c9454d7290|00000028437|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084292 від 28.05.2025 23:00:00|100000166
139f5482-fe62-4e82-891e-b57abe4bd308|00000028413|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084286 від 28.05.2025 23:00:00|100000166
fddfa25a-a7ca-4f63-8b4f-6e6bf751cb12|00000028405|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084299 від 28.05.2025 23:00:00|100000166
a2d9ed76-4a35-4ca0-943f-14ab200d0feb|00000028424|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084324 від 28.05.2025 23:00:00|100000166
e3c32980-3c97-4e81-953d-03915976ae84|00000027235|2025-05-28 14:02:23|null|ea5281c5-f484-4638-8e63-bdc5853283f4||100000170
82bf4e73-9f57-4181-963f-f42f783919e8|00000028434|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084323 від 28.05.2025 23:00:00|100000166
1099d225-0afb-4890-96fe-b35eb86f9656|00000028433|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084312 від 28.05.2025 23:00:00|100000166
cbda6b7f-35a7-4f2e-98c8-75ce2b82b549|00000027243|2025-05-28 14:04:06|null|ea5281c5-f484-4638-8e63-bdc5853283f4||100000170
c4365814-bcb5-4d46-9a50-ad4e26896bf4|00000027244|2025-05-28 14:04:18|null|ea5281c5-f484-4638-8e63-bdc5853283f4||100000170
ffd39800-bd74-456f-9b08-41d7602f7b30|00000028435|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084315 від 28.05.2025 23:00:00|100000166
93ee3f58-f052-4a3c-9c7e-c2750d849eab|00000027506|2025-05-28 14:00:00|null|97dade7f-d628-4c31-8983-9e176481e67f|срези ковбаса|100000170
b007433d-7431-4017-9d5b-7c4a9b09ac5f|00000028404|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084314 від 28.05.2025 23:00:00|100000166
5a0fd5e0-ecd6-47a9-9d89-1642603f071e|00000028408|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084285 від 28.05.2025 23:00:00|100000166
a0366f58-b151-4c80-9ea0-827be8cf899e|00000028432|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084304 від 28.05.2025 23:00:00|100000166
57a6e843-8daa-45a9-9ec4-7f69e940c96a|00000028417|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084301 від 28.05.2025 23:00:00|100000166
483d74e1-8925-4ec2-a065-2422b665af7d|00000028439|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084322 від 28.05.2025 23:00:00|100000166
8e31813d-1574-415f-a0dc-455b20f813c9|00000027531|2025-05-28 23:00:47|null|abdd6e55-042f-4a2a-841b-bba860e77054|Овощи- зелень|100000170
f1fdb7dc-2324-4794-a150-59e2210e1be2|00000027321|2025-05-28 15:00:00|null|97dade7f-d628-4c31-8983-9e176481e67f|срези сир|100000170
61cfaef9-576a-477c-a179-3ea21a7b23d8|00000028425|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084313 від 28.05.2025 23:00:00|100000166
1aa1df8d-62d5-4800-a179-5b6208af7064|00000028421|2025-05-28 23:00:00|null|6a85cfce-0380-48af-b6b7-274d5445cb48|Создан автоматически по документу Инвентаризация товаров на складе 00000084283 від 28.05.2025 23:00:00|100000166
28d2b727-71a9-417a-a267-0aabeeb03988|00000027289|2025-05-28 15:24:09|null|a7a811dd-1fcc-4282-8b85-a1aaf8ff1fd2|Сир|100000170
f6899314-5995-4bb3-a281-fd654b0a50ae|00000027285|2025-05-28 15:22:55|null|a7a811dd-1fcc-4282-8b85-a1aaf8ff1fd2|дегустация|100000172
21f24f34-833b-4c9c-a43e-86744243f8be|00000027533|2025-05-28 23:00:49|null|abdd6e55-042f-4a2a-841b-bba860e77054|срези колбаса|100000170
