document_id|product_id|qty|original_price|total_price
0a81a393-95cb-46c9-8b53-6e3b9bbc76ad|000007343|0,115|106,52|12,2498
0a81a393-95cb-46c9-8b53-6e3b9bbc76ad|000007461|0,489|141,9|69,3891
0a81a393-95cb-46c9-8b53-6e3b9bbc76ad|000036449|0,137|233,43|31,97991
0a81a393-95cb-46c9-8b53-6e3b9bbc76ad|000042481|0,183|118,91|21,76053
732478e9-50d8-4d0d-920b-a81bfe691e53|000008669|0,436|216,7|94,4812
732478e9-50d8-4d0d-920b-a81bfe691e53|000009303|0,389|323,01|125,65089
732478e9-50d8-4d0d-920b-a81bfe691e53|000040947|1,046|137|143,302
732478e9-50d8-4d0d-920b-a81bfe691e53|000041311|0,339|209|70,851
732478e9-50d8-4d0d-920b-a81bfe691e53|000042316|0,349|155,9|54,4091
9775dcd6-0b3a-452c-9556-a7b62a0419d4|000053612|1|21|21
9775dcd6-0b3a-452c-9556-a7b62a0419d4|000053614|2|11,4|22,8
08e7a379-5f6f-45d3-a3fe-cb8166f31791|000006800|0,014|310|4,34
08e7a379-5f6f-45d3-a3fe-cb8166f31791|000006805|0,036|240|8,64
08e7a379-5f6f-45d3-a3fe-cb8166f31791|000008252|0,05|426,4|21,32
08e7a379-5f6f-45d3-a3fe-cb8166f31791|000008281|0,038|368,95|14,0201
08e7a379-5f6f-45d3-a3fe-cb8166f31791|000011565|0,037|322,97|11,94989
08e7a379-5f6f-45d3-a3fe-cb8166f31791|000031517|0,056|373,04|20,89024
08e7a379-5f6f-45d3-a3fe-cb8166f31791|000033720|0,056|261,96|14,66976
08e7a379-5f6f-45d3-a3fe-cb8166f31791|000050282|0,078|542,05|42,2799
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010681|0,248|195|48,36
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010686|0,054|200|10,8
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010714|0,256|75|19,2
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010717|0,408|125|51
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010720|0,844|210|177,24
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010732|0,192|24,01|4,60992
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010750|0,16|55|8,8
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010759|2,528|85|214,88
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010764|0,202|195|39,39
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010775|0,78|194,69|151,8582
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010776|0,11|87|9,57
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010782|0,344|107,99|37,14856
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010783|0,18|115|20,7
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010784|0,554|140|77,56
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010785|0,184|110|20,24
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010800|0,438|190|83,22
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010805|0,25|159,64|39,91
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010820|0,168|190|31,92
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010857|0,286|48,01|13,73086
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000010859|0,41|43|17,63
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000021231|0,174|27,99|4,87026
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000025188|0,24|35|8,4
982f6dd5-602e-4bb4-a918-f7cb4c0a7f60|000029652|0,068|28,97|1,96996
70fa3add-1073-4989-aca9-386a7fd35cf1|000037323|0,066|103,18|6,80988
17ed8a21-a42e-4b7b-bb7f-64f43e05db0b|000012413|0,202|290,1|58,6002
17ed8a21-a42e-4b7b-bb7f-64f43e05db0b|000053046|0,151|290,13|43,80963
