document_id|product_id|qty|original_price|total_price
4d07f636-50f1-4c5a-87eb-fbb0e3c71bcb|000006699|0,008|317,5|2,54
4d07f636-50f1-4c5a-87eb-fbb0e3c71bcb|000031517|0,07|373|26,11
4d07f636-50f1-4c5a-87eb-fbb0e3c71bcb|000042142|0,04|280|11,2
4d07f636-50f1-4c5a-87eb-fbb0e3c71bcb|000049797|0,022|459,55|10,1101
dc679a4f-2ff5-440d-b23f-2a26dad82391|000007343|0,222|106,49|23,64078
dc679a4f-2ff5-440d-b23f-2a26dad82391|000007461|0,232|141,9|32,9208
dc679a4f-2ff5-440d-b23f-2a26dad82391|000036449|0,17|233,47|39,6899
dc679a4f-2ff5-440d-b23f-2a26dad82391|000042481|0,382|118,93|45,43126
8b984825-d244-4a99-bb42-ce5db88f365f|000010664|2|55|110
8b984825-d244-4a99-bb42-ce5db88f365f|000010681|0,044|195|8,58
8b984825-d244-4a99-bb42-ce5db88f365f|000010686|0,046|200|9,2
8b984825-d244-4a99-bb42-ce5db88f365f|000010687|0,042|212,86|8,94012
8b984825-d244-4a99-bb42-ce5db88f365f|000010710|1,108|53,01|58,73508
8b984825-d244-4a99-bb42-ce5db88f365f|000010714|0,704|74,38|52,36352
8b984825-d244-4a99-bb42-ce5db88f365f|000010716|1,958|39,88|78,08504
8b984825-d244-4a99-bb42-ce5db88f365f|000010717|0,176|120|21,12
8b984825-d244-4a99-bb42-ce5db88f365f|000010720|0,25|210|52,5
8b984825-d244-4a99-bb42-ce5db88f365f|000010732|0,142|24,01|3,40942
8b984825-d244-4a99-bb42-ce5db88f365f|000010803|2|45|90
8b984825-d244-4a99-bb42-ce5db88f365f|000010805|0,102|159,61|16,28022
8b984825-d244-4a99-bb42-ce5db88f365f|000010808|0,178|27,02|4,80956
8b984825-d244-4a99-bb42-ce5db88f365f|000010826|0,282|94,36|26,60952
8b984825-d244-4a99-bb42-ce5db88f365f|000010833|0,104|95|9,88
8b984825-d244-4a99-bb42-ce5db88f365f|000010856|0,116|43,97|5,10052
8b984825-d244-4a99-bb42-ce5db88f365f|000021231|0,318|27,99|8,90082
8b984825-d244-4a99-bb42-ce5db88f365f|000029652|0,324|30|9,72
8b984825-d244-4a99-bb42-ce5db88f365f|000053243|0,584|47|27,448
8b984825-d244-4a99-bb42-ce5db88f365f|000053600|0,248|55|13,64
