document_id|product_id|qty|original_price|total_price
9cadb99d-8529-4d0d-9fb1-cb1fbf1adf91|000050639|7|16,44|115,08
baee9591-9d0f-44d9-95eb-ece3ce0c6673|000050027|1|28,38|28,38
baee9591-9d0f-44d9-95eb-ece3ce0c6673|000052134|2|22,98|45,96
145d7667-4c2c-4bf2-9874-a9553ed44da0|000050640|20|15,76|315,2
0295c191-9ca2-4d25-9a6d-d6df10e909d3|000052913|0,254|114,8|29,1592
c9405ffc-a481-4ec8-9451-5beca58f6e06|000052134|3|22,98|68,94
84181465-1c0f-42eb-9dcb-b774851f9387|000031413|1,121|90,09|100,99089
ad96a7ea-79a7-4608-a052-2c1f09a69a48|000025944|0,714|74,09|52,90026
ad96a7ea-79a7-4608-a052-2c1f09a69a48|000052913|0,354|116,33|41,18082
88d04d40-ec83-4aab-bc29-4276b6856d9d|000042950|10|9,02|90,2
c9405ffc-a481-4ec8-9451-5beca58f6e06|000052800|1|21|21
baee9591-9d0f-44d9-95eb-ece3ce0c6673|000049532|1|22,98|22,98
baee9591-9d0f-44d9-95eb-ece3ce0c6673|000049535|6|21|126
c9405ffc-a481-4ec8-9451-5beca58f6e06|000049543|3|33|99
0295c191-9ca2-4d25-9a6d-d6df10e909d3|000038816|1|9,63|9,63
